m,TagName,
"2020-12-01 00:00:00","assembly","319"
"2020-12-01 00:00:00","c#","6552"
"2020-12-01 00:00:00","c","2805"
"2020-12-01 00:00:00","c++","4874"
"2020-12-01 00:00:00","java","9437"
"2020-12-01 00:00:00","python","25730"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5619"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","560"
"2020-12-01 00:00:00","r","4962"
"2020-12-01 00:00:00","swift","2461"
"2021-01-01 00:00:00","java","9745"
"2021-01-01 00:00:00","javascript","19857"
"2021-01-01 00:00:00","c++","4596"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","339"
"2021-01-01 00:00:00","c","2782"
"2021-01-01 00:00:00","python","26825"
"2021-01-01 00:00:00","c#","7043"
"2021-01-01 00:00:00","r","5038"
"2021-01-01 00:00:00","php","5809"
"2021-01-01 00:00:00","ruby","591"
"2021-01-01 00:00:00","go","609"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2797"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18426"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9398"
"2021-02-01 00:00:00","assembly","270"
"2021-02-01 00:00:00","c#","6780"
"2021-02-01 00:00:00","r","5034"
"2021-02-01 00:00:00","c","2396"
"2021-02-01 00:00:00","python","25586"
"2021-02-01 00:00:00","php","5483"
"2021-02-01 00:00:00","c++","4565"
"2021-02-01 00:00:00","go","642"
"2021-02-01 00:00:00","ruby","609"
"2021-02-01 00:00:00","swift","2786"
